Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
"Room in a clean & quiet house in York University Village,",795,"North York, ON M3J 3R1",3/11/2024 22:45,,,,,,,,,No,,Yes,,,,,,"- Shares washroom & bathroom with two females,
- Wifi, AC & utilities (Once/ week laundry) included
- Less than 10 minutes walk from York University
- Quiet & clean room in an orderly, well kept & peaceful house.
- Text to 416-275-6061",14 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-in-a-clean-quiet-house-in-york-university-village/1687953089
Private basement room for rent near High Park(female only),1200,"Toronto, ON M6P 2T4",3/11/2024 22:45,,,,,,,,,No,,Yes,,,,,,"Address: 68 Edna Avenue, Toronto",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-basement-room-for-rent-near-high-park-female-only/1687671989
Basement Room for Rent (females only),,"Humber College Boulevard, Etobicoke, ON",3/11/2024 22:43,,,,,,,,,No,,Yes,,,,,,"- Near Humber College Blvd. and Finch Ave
- Only a 5-minute walk to Humber College or Purolator Courier
- Bed available, if needed
- 2 shared bathrooms (1 full and 1 half)
- Shared kitchen
- Separate entrance
- WiFi and Laundry included
- Large living room",12 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-for-rent-females-only/1687952931
2 bedroom apartment for rent,2650,"Toronto, ON M6N 3B3",3/11/2024 22:40,House,2,1,,Not Included,0,Month-to-month,1-Apr-24,Limited,"1,000",No,Yes,Not Included,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,Available from April 1st 2024 a 2 bedroom apartment for rent . Located by Old Weston and st Clair 4169864489,16 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent/1687952622
Shared Bedroom Available for a MALE Student/Working Professional,525,"54 Muskox Dr, Toronto, M1B 6E7",3/11/2024 22:39,,,,,,,,,,,Yes,,,,,,"2 Beds 1 Bath - House
54 Muskox Dr, Toronto, ON M1B 6E7, Canada
***Shared Bedroom available for one MALE student or working professional in Scarborough***
Available April 1, 2024
You will be sharing the room and common spaces with other Indian students! All furniture included, only bring your mattress!
Location: Morningside and Sheppard Ave, close to Centennial , Lambton, Seneca , UofT , Walmart, supermarkets, commute friendly (bus 985, 85, 86, 986, 116)
$525- *basement* - all utility included (internet, heat, AC, water, etc), laundry available***
Contact 416 303-9662",26 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-bedroom-available-for-a-male-student-working-professional/1687952560
FEMALE ROOMMATE NEEDED! Downtown Toronto,1180,"Nelson Street, Toronto, ON",3/11/2024 22:39,,,,,,,,,No,,Yes,,,,,,Unit: Private bedroom in a 3 bed/2 bath unit,18 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-roommate-needed-downtown-toronto/1687952546
2bed+den 2bath new condo at Bloor/Islington (Toronto),3150,"5 Mabelle Avenue, Etobicoke, ON",3/11/2024 22:38,Condo,2 + Den,2,,Internet,1,1 Year,1-Apr-24,Limited,885,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building",Tridel 2+Den New Condo at Bloor/ Islington.,5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bed-den-2bath-new-condo-at-bloor-islington-toronto/1687952518
"Large 1 Bedroom +Den (Yonge & Front) in L Tower,26 floor",2600,"8 The Esplanade, Toronto, ON",3/11/2024 22:38,Condo,1 + Den,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,15-Mar-24,Limited,700,No,Yes,Not Included,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","AVAILABLE, PLEASE CALL 416 5618250
1 Bedroom + Den,700 sq. ft., 9’ ceilings Unobstructed view from 26th floor of the L Tower. Union Station is around the corner, Financial District, Entertainment District, Toronto, Banks , and shops, close to CN Tower, Rogers Center,
Kitchen with MIELE Stainless Steel appliances, In-suite MIELE full-size laundry.
Large bedroom, Full Bathroom with Tub and Shower. Hardwood floors.
Students are welcome.
Available
$2600 per month + only Hydro
No Parking, No Locker
For inquiries, please call Leon: 416-561-8250
Tenant Insurance and Key Deposit Req. Non-Smoking Pls.",7 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-1-bedroom-den-yonge-front-in-l-tower-26-floor/1687952513
"1,250 sqft private industrial warehouse for rent in Brampton",2850,"-, Brampton, ON, L6T 5G7",3/11/2024 17:13,,,,,,,,,,"1,250",No,,,,,,The space is available if this posting is up; please provide a phone number for us to respond to!,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/1-250-sqft-private-industrial-warehouse-for-rent-in-brampton/1687002575
Jr. 1-Bdm. for Rent at Junction Factory Dundas W./Runnymede Rd.,2395,"3385 Dundas Street West, Toronto, ON, M6S 0A7",3/11/2024 21:36,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Internet,0,1 Year,,Yes,439,No,Yes,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Bicycle Parking, Elevator in Building","Under New Management! Realstar welcomes you to Junction Factory offering boutique rental living in one of the coolest neighbourhoods of Toronto's west side, The Junction. Bordered by the northern end of High Park and the eastern arm of Junction Triangle, this eclectic neighborhood welcomes urban professionals and young families alike. The familiar vibe of The Junction makes you instantly feel like you are home. Enjoy the many property amenities such as smoke-free living, fitness facility with yoga and spin studio, social room, resident business centre, theatre with billiards, outdoor patio with BBQ and lounge area, bike storage, pet spa, garage parking with EV stations, visitor parking and Communauto car rental along with a helpful on-site management team to service your needs. This vibrant neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/jr-1-bdm-for-rent-at-junction-factory-dundas-w-runnymede-rd/1683186329
Forest Hill Residences - 1 Bedroom Apartment for Rent,2000,"780 Eglinton Avenue West, Toronto, ON, M5N 1E9",3/8/2024 5:49,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,500,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/forest-hill-residences-1-bedroom-apartment-for-rent/1682907878
"renovated two bedroom, don mills and lawrence - ID 3244",2750,"150 The Donway West, Toronto, ON, M3C 2G2",3/5/2024 21:36,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,Not Available,1-May-24,Yes,886,No,Yes,Balcony,No,"Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-two-bedroom-don-mills-and-lawrence-id-3244/1687384233
Brand New Condo 3 Bedroom 2BathRm  1 Parking in Midtown Toronto,3600,"North York, ON M2J 2W9",3/7/2024 5:49,Condo,3,2,,Not Included,1,1 Year,7-Mar-24,Limited,850,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, Storage Space, Elevator in Building","Brand new luxurious condos at Plaza Midtown. Built by an award winning builder ""Plaza"", this masterpiece boasts its premium location in the heart of Yonge & Eglinton. 3Bed 2Wash South East Facing Unit featuring open concept split bedrm design, laminate flr thruout, modern kitchen w/ S/S Appl & Quartz Counter, Spacious Living Space w/ W/O to Balcony.",45 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-condo-3-bedroom-2bathrm-1-parking-in-midtown-toronto/1687514695
"renovated one bedroom, eglinton and dvp - ID 3243",2350,"25 Eccleston Drive, Toronto, ON, M4A 1K5",3/5/2024 16:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,Not Available,1-Apr-24,Yes,671,No,No,Not Included,No,"Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","24 Hour Security, Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-eglinton-and-dvp-id-3243/1687345923
2 Beds 1 Bath,1750,"67 Ladysbridge Dr, Scarborough, ON M1G 3H8",3/11/2024 22:38,House,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Cable / TVInternet,0,Month-to-month,1-Apr-24,No,"2,000",Yes,Yes,Not Included,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"ACCOMODATION AVAILABLE
2 rooms are available in a 3 bed 1 bath house for 1750 + utilities perfect for 2-3 people.
2-3 min walking distance from 54B bus stop.
Most of the grocery stores are available on Kingston road only 2.5km from the house.",23 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-beds-1-bath/1687952485
"Tower Hill East - 1 Bdrm available at 330 Spadina Road, Toronto",2905,"330 Spadina Road, Toronto, ON, M5R 2V9",3/11/2024 22:37,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,850,No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building",1 Month Free Rent,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tower-hill-east-1-bdrm-available-at-330-spadina-road-toronto/1663969854
"Tower Hill East - 2 Bdrm available at 330 Spadina Road, Toronto",4130,"330 Spadina Road, Toronto, ON, M5R 2V9",3/11/2024 22:37,Apartment,2,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,"1,140",No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building",1 Month Free Rent,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tower-hill-east-2-bdrm-available-at-330-spadina-road-toronto/1676802942
Private Room in Single Family Home N of Eglinton W and Weston Rd,775,"York, ON M6M 5H5",3/11/2024 22:37,,,,,,,,,No,,Yes,,,,,,"Private room in a great large condo-townhouse, on second floor, shared with a family (husband wife, and 2 girls), there are two additional rooms rented by 2 female housemates.",17 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-in-single-family-home-n-of-eglinton-w-and-weston-rd/1687952393
1 Bedroom 1 Bathroom in a shared condo unit,,"North York, ON M2K",3/11/2024 22:35,Condo,1,1,,Not Included,0,Month-to-month,18-Mar-24,No,140,No,Yes,Balcony,Outdoors only,Laundry (In Unit),"Concierge, 24 Hour Security","The newly built condo is located at Kennedy and 401. The owner lives in the master bedroom, while the second bedroom is available for rent and comes with a dedicated bathroom.
This condo is the closest building to Kennedy in this apartment complex, making transportation very convenient, with a bus stop right downstairs by the roadside. The surrounding area is filled with supermarkets and shopping malls.
No pets, no smoker,maintaining cleanliness and less cooking.
The cost will be $1200 + 50% utilities
If you are interested in this room, please submit your answers to get a response:
1. When are you looking to move?
2. How long are you looking to rent for?
3. How much is your monthly/annual salary?
4. Do you have a credit score and if so, what is it?
5. Please tell us a little more about you so we can see if you would be a good fit.
Room is AVAILABLE if ad is active",8 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bathroom-in-a-shared-condo-unit/1687952269
Yonge Eglinton Apartments – Duplex - 1 Bdrm available at 411 Dup,2250,"411 Duplex Avenue, Toronto, ON, M4R 1V2",3/11/2024 22:34,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,635,No,Yes,Balcony,No,Laundry (In Building),"Pool, Bicycle Parking, Elevator in Building",No Last Month's Rent Deposit,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-eglinton-apartments-duplex-1-bdrm-available-at-411-dup/1687001341
Yonge Eglinton Apartments – Duplex - Bachelor available at 411 D,1950,"411 Duplex Avenue, Toronto, ON, M4R 1V2",3/11/2024 22:34,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,1-May-24,Yes,360,No,Yes,Balcony,No,Laundry (In Building),"Pool, Bicycle Parking, Elevator in Building",No Last Month's Rent Deposit,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-eglinton-apartments-duplex-bachelor-available-at-411-d/1681441651
Fully furnished equipped one bedroom Airbnb apartment,2350,"Toronto, ON M6K 2Z7",3/11/2024 22:33,,,,,,,,,No,,Yes,,,,,,"FURNISHED FULLY EQUIPED AIRBNB ONE BEDROOM APARTMENT.
Enjoy a low monthly rent of $2350 till May. After that monthly rent of $2700.
Available immediately. Minimum 3 months lease.
Live and workspace. Free unlimited WIFI and Roku TV
Bright modern renovated space on the second-floor rear of a century old house.
Queen size bed with linen and towels. No toiletries or cleaning supplies provided.
Heat and water included. Hydro extra. Permit parking.
Dishwasher, fridge, stove, microwave, coffee machine, kettle and toaster etc.
Full bathroom with a tub. Ceramic throughout.
Walk out deck. Ductless AC and ceiling fans throughout.
Coin op laundry in the house.
E-mail with queries, to schedule viewings. Viewings Fridays to Mondays 5:30PM to 7:00PM by appointments only.
First and last month’s deposit. Application, employer and landlord references.
Non-smokers (tobacco/ cannabis) and no dogs please for health reasons.",,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/fully-furnished-equipped-one-bedroom-airbnb-apartment/1687952110
♡ NorthYork room rent,1000,"Steeles Ave E, Thornhill, ON L3T 1A8",3/11/2024 22:33,,,,,,,,,,,Yes,,,,,,"♡Beautiful Room Renting in North York.
For male
immediately
Quiet and great environment
Room in the second floor
For one person only
Bright, Big window. Beautiful Garden view.
Super Clean and Quiet !
Feels like your home
Near the Yonge /Finch area
Beautiful room
Nice neighborhood
Safe home
Specious Room
One min walk to TTC.
All inclusive w/ wifi internet
Laundry A long term only.
**Requirements for Full time job**",19 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/northyork-room-rent/1687952104
"3 BED, 1.5 BATH, Brand New Apartment with Parking - GTA - $3850",3850,"Kenilworth Avenue, Toronto, ON",3/11/2024 22:32,Apartment,3,1.5,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,15-Mar-24,Yes,"1,000",No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,3 BED - 1.5 BATH - UPPER UNIT FOR RENT - @ $ 3850,10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bed-1-5-bath-brand-new-apartment-with-parking-gta-3850/1687952029
Two Bedroom Apartments for Rent - Bathurst & Steeles,2895,"300 Antibes Drive, Toronto, ON, M2R 3N8",3/11/2024 22:31,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,958,No,Yes,Balcony,Outdoors only,Laundry (In Building),"Gym, Pool","Tours available in-person or via Skype, Whatsapp, or Facetime. Book yours today!To view this unit from the comfort of your own home, use the virtual tour link below:https://3d.gryd.com/Show/oNGpEEiYAd2Forest Lane offers spacious apartments for rent in North York. Contact our Rental Consultants today to book your free private tour!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-bedroom-apartments-for-rent-bathurst-steeles/1578285990
3 Bedroom Apartment for Rent at Bathurst & Steeles,3195,"300 Antibes Drive, Toronto, ON, M2R 3N8",3/11/2024 22:31,Apartment,3,1.5,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,"Forest Lane is located at Steeles Avenue West and Bathurst Street in a quiet North York residential community. This condo-quality apartment complex overlooks scenic parklands and is minutes away from schools, playgrounds, supermarkets, and the Humber River Finch Site Hospital & Branson Urgent Care Centre.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent-at-bathurst-steeles/1652656989
2 Professional Desk Spaces for Rent - Ideal for Solopreneurs,850,"18 Gloucester Lane, Toronto, ON M4Y 1L5",3/11/2024 22:30,,,,,,,,,,,Yes,,,,,,"We're offering 2 additional desks at $850 + HST each, ideally suited for a couple of solopreneurs seeking a quiet and private workspace. Ideal to host meetings in a professional, creative and hassle free environment.",5 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/2-professional-desk-spaces-for-rent-ideal-for-solopreneurs/1687951850
YONGE & STEELES PRIVATE STUDIO WITH KITCHEN & BATH,1050,"North York, ON M2M 3Y5",3/11/2024 22:30,Apartment,Bachelor/Studio,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,1 Year,11-Mar-24,No,400,Yes,Yes,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"Ready to move now to a furnished studio with private kitchen & bath. Suitable for a single man. TTC bus stop beside of the house. Steps to Center Point mall and shopping centers. Shared laundry, A/C. Utilities included. No smoking, no pet, no drink/drug, Monthly rent is $1,050. Parking available with $70 extra. First and last month required with acceptable credit. If you see this ad, it means that it is available. Please call at 416-822-2055 for viewing.",42 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-steeles-private-studio-with-kitchen-bath/1687951833
One second-floor bedroom for rent only for female at Finch/Warde,790,"Scarborough, ON M1W 2J8",3/11/2024 22:29,,,,,,,,,No,,Yes,,,,,,"Location! Good location! A second-floor bedroom is available from May 1st 2024, 2 minutes’ walk to Finch/Warden TTC, close to supermarkets, library, mall, Seneca school and all Amenities. Internet, air conditioning, heating, hydro included. Shared washroom and kitchen. Wide and bright, clean and tidy. Only for single girl student or a female professional.NO SMOKE. NO DRUGS. NO PET. Please call at 647-606-6416 for details.",11 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-second-floor-bedroom-for-rent-only-for-female-at-finch-warde/1687951784
"3 BED, 1 BATH- Furnished Apartment, Bathurst St, Toronto -$ 3295",3295,"Bathurst Street, Toronto, ON",3/11/2024 22:28,Apartment,3,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,15-Mar-24,Yes,800,Yes,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"3 BED, 1 BATH, Furnished Apartment for Rent in Downtown Toronto, Bathurst St, Toronto - @ $ 3295",12 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bed-1-bath-furnished-apartment-bathurst-st-toronto-3295/1687951721
A basement bedroom for rent at Finch/Warden,690,"Scarborough, ON M1W 2J8",3/11/2024 22:27,,,,,,,,,No,,Yes,,,,,,"A basement bedroom is available for rent from Apr 1st 2024 at Finch/Warden, 2 mins walking to bus stop, close to supermarkets, library, mall, Seneca school and all Amenities. Internet, air conditioning, heating, hydro included. Shared kitchen and washroom. Wide and bright, clean and tidy. Only for one female.NO SMOKE. NO DRUGS. NO PET. Please call at 647-606-6416 for details.",14 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/a-basement-bedroom-for-rent-at-finch-warden/1687951641
Downtown Toronto Apartment: Summer sublease,1741,"Gerrard Street East, Toronto, ON",3/11/2024 22:27,,,,,,,,,Yes,,Yes,,,,,,Offering:,19 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/downtown-toronto-apartment:-summer-sublease/1687951635
YONGE & STEELES PRIVATE STUDIO WITH KITCHEN & BATH,1050,"North York, ON M2M 3Y5",3/11/2024 22:27,,,,,,,,,No,,Yes,,,,,,"Ready to move now to a furnished studio with private kitchen & bath. Suitable for a single man. TTC bus stop beside of the house. Steps to Center Point mall and shopping centers. Shared laundry, A/C. Utilities included. No smoking, no pet, no drink/drug, Monthly rent is $1,050. Parking available with $70 extra. First and last month required with acceptable credit. If you see this ad, it means that it is available. Please call at 416-822-2055 for viewing.",16 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/yonge-steeles-private-studio-with-kitchen-bath/1687951614
Furnished 2 bedroom close to Wilson Subway station,2680,"8 Tippett Rd, North York, ON M3H 0E7",3/11/2024 22:27,Condo,2,1,,Not Included,0,1 Year,1-Apr-24,No,640,Yes,Yes,Not Included,Outdoors only,,,"Brand new, 2 bedroom condo, both bedrooms are facing south with Big window and great view.
The building is just 3 minutes walk away from Wilson station, York university (11 min) & university of Toronto (19 min) by subway.",2 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-2-bedroom-close-to-wilson-subway-station/1687951604
Space Available in Sharing for One MALE Student/Working Prof,525,"54 Muskox Dr, Toronto, M1B 6E7",3/11/2024 22:26,Basement,1,1,,Not Included,0,1 Year,1-Apr-24,No,950,Yes,Yes,Not Included,No,,,"2 Beds 1 Bath - House
54 Muskox Dr, Toronto, ON M1B 6E7, Canada
***Shared Bedroom available for one MALE student or working professional in Scarborough***
Available April 1, 2024
You will be sharing the room and common spaces with other Indian students! All furniture included, only bring your mattress!
Location: Morningside and Sheppard Ave, close to Centennial , Lambton, Seneca , UofT , Walmart, supermarkets, commute friendly (bus 985, 85, 86, 986, 116)
$525- *basement* - all utility included (internet, heat, AC, water, etc), laundry available***
Contact 416 303-9662",18 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/space-available-in-sharing-for-one-male-student-working-prof/1687951535
Looking for 1 bedroom,1500,"61 Calvington Dr, Toronto, M3M 2L9",3/11/2024 22:26,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,1,1 Year,1-Apr-24,Yes,500,No,Yes,Not Included,No,,,"Hello all I’m looking for a one bedroom apartment, preferably near Downsview. I have a small cat. My max budget is $1500",15 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/looking-for-1-bedroom/1687951519
Furnished 2 bedroom close to Wilson Subway station,2680,"8 Tippett Rd, North York, ON M3H 0E7",3/11/2024 22:23,,,,,,,,,No,,Yes,,,,,,"Brand new, 2 bedroom condo, both bedrooms are facing south with Big window and great view.
The building is just 3 minutes walk away from Wilson station, York university (11 min) & university of Toronto (19 min) by subway.",9 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/furnished-2-bedroom-close-to-wilson-subway-station/1687951292
$2690/3 bedroom house - McCowan/Kingston,2690,"Oakridge Drive, Scarborough, ON",3/11/2024 22:23,House,3,1,,Not Included,0,1 Year,1-Apr-24,No,"1,300",No,Yes,Yard,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"- $2690/3 bedroom house - McCowan/Kingston - Scarborough, Toronto.
- Well Maintained house on quiet residential street.
- Main Floor unit, 3 bedrooms, Private Kitchen, living room, dining room, bathroom, A/C.
- Hardwood flooring, laundry, Parkings available.
- Large Lot With Private Drive & Cottage-Like Back Yard.
- Steps to TTC, Eglinton GO station Nearby.
- Great location near Shops and schools, Parks, Bluffs / Lake.
- Great Schools - H.A. Halbert, Bliss Carman & Rh King Academy.
- Basement excluded. Utilities will be shared.",12 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2690-3-bedroom-house-mccowan-kingston/1687951289
"Huntley Apartments - Bachelor available at 77 Huntley Street, To",1945,"77 Huntley Street, Toronto, ON, M4Y 2P3",3/11/2024 22:22,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/huntley-apartments-77-huntley/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/huntley-apartments-bachelor-available-at-77-huntley-street-to/1665804443
"Huntley Apartments - 1 Bdrm available at 77 Huntley Street, Toro",2285,"77 Huntley Street, Toronto, ON, M4Y 2P3",3/11/2024 22:22,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/huntley-apartments-77-huntley/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/huntley-apartments-1-bdrm-available-at-77-huntley-street-toro/1665804525
Space Available in Sharing for a MALE Student/Working Prof,525,"54 Muskox Dr, Toronto, M1B 6E7",3/11/2024 22:22,,,,,,,,,,,Yes,,,,,,"2 Beds 1 Bath - House
54 Muskox Dr, Toronto, ON M1B 6E7, Canada
***Shared Bedroom available for one MALE student or working professional in Scarborough***
Available April 1, 2024
You will be sharing the room and common spaces with other Indian students! All furniture included, only bring your mattress!
Location: Morningside and Sheppard Ave, close to Centennial , Lambton, Seneca , UofT , Walmart, supermarkets, commute friendly (bus 985, 85, 86, 986, 116)
$525- *basement* - all utility included (internet, heat, AC, water, etc), laundry available***
Contact 416 303-9662",14 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/space-available-in-sharing-for-a-male-student-working-prof/1687951199
FURNISHED ROOM + PVT BATHRM IN DNTN CONDO WITH GREAT VIEW MAR 11,1795,"Toronto, ON M5A 4S7",3/11/2024 22:22,,,,,,,,,No,,Yes,,,,,,"A furnished room with a private bathroom is available from Mar. 11 in a 2-bedroom, 2-bathroom downtown condo with a great downtown view.",9 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-pvt-bathrm-in-dntn-condo-with-great-view-mar-11/1687951181
Private 1-Bedroom Apartment Available May 1 (Bathurst/Richmond),2850,"Toronto, ON M6J 1C2",3/11/2024 22:21,Apartment,1,1,,Not Included,0,1 Year,1-May-24,Limited,700,No,Yes,Yard,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"*If this ad is active, the unit is still available*",8 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/private-1-bedroom-apartment-available-may-1-bathurst-richmond/1687951133
$2190/2 bedrooms unit on Main floor in house - McCowan/Kingston,2300,"Oakridge Drive, Scarborough, ON",3/11/2024 22:19,House,2,1,,Not Included,0,1 Year,1-Apr-24,No,800,No,Yes,Yard,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"- $2190/2 bedrooms unit on Main floor in house - McCowan/Kingston - Scarborough, Toronto.",14 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2190-2-bedrooms-unit-on-main-floor-in-house-mccowan-kingston/1687950936
Private furnished bedroom for rent,1275,"Toronto, ON M5B 2M4",3/11/2024 22:19,Condo,4,2,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,1 Year,1-Apr-24,No,"1,275",Yes,Yes,Not Included,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","Private furnished bedroom in a shared condo is available for rent long term for single occupation. The condo is located in the heart of downtown Toronto, with less then 10 mins walk to college subway station and Eaton center.
the condo contains 2 washrooms, and 4 private rooms not including common areas, such as living room and kitchen.
you will be sharing common space with us two landlords and one tenant. also you will be assigned your own fridge and cabinets in the kitchen.
what's offered:
-6 months lease agreement will be prepared and signed upon moving in and eligible to be renewed.
- available move in date: April 1st.
- internet, utilities, on sight laundry, toilet paper, built in mirrored closet in the room, and another closet by the entrance is shared with one tenant for shoes and winter jackets. private fridge and kitchen cabinets.
- shared kitchen items such as cooking pan, cutlery, plates, etc..
- deep cleaning of common areas, and washroom, is done weekly by us (landlords).
- building amenities include: gym, party room, squash court, swimming pool, hot tub, sauna wet and dry.
- parking is available for additional $85 a month.
- our living standards:
- a safe and enthusiastic living space is the achievement, any acts that includes but not limited to, harassment, racism, anger, or disrespect will not be tolerated, and will result in a breach of the lease agreement.
- we all as landlords and tenants are welcome to have friends and family visits at any time. However friends and family sleepovers are only permitted on the weekends.
- also to maximize comfort, common areas such as living room and kitchen are only to be used by us, friends and family are not permitted to use the common space, or the washroom for the purpose of showering, but they are welcomed at anytime to your room.
-we all exercise good hygiene and make sure we clean after the use of kitchen, and common areas. to make sure our place always stay clean and welcoming.
- but deep cleaning is not to be worried about, as it is done by us landlords.
what other expenses are on you for personal use:
- dish soap
- laundry detergent
requirements:
- documentation assessing your annual income, or at least 5 months employment history.
- scan of your last two pay stubs.
- background check.
- liability insurance upon or within the first month of moving in.
feel free to contact me via messenger anytime for additional inquiries, or to schedule a viewing!",24 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/private-furnished-bedroom-for-rent/1687950910
