Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Studio Apartment for Rent - 120 Raglan Avenue,1944,"120 Raglan Avenue, Toronto, ON, M6C 2L4",2024-03-13 14:19:26,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"March 31, 2024",Yes,398,No,No,Not Included,No,,,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-for-rent-120-raglan-avenue/1684776956
YONGE + EGLINTON / AVENUE ROAD / FOREST HILL,1859,"50 Oxton Avenue, Toronto, ON",2024-03-13 14:19:21,Apartment,1,1,,Not Included,0,1 Year,"April 1, 2024",Limited,650,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,YONGE AND EGLINTON / AVENUE ROAD + FOREST HILL,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-eglinton-avenue-road-forest-hill/1684026186
Junior One bedroom B1 Apartment for Rent - 120 Raglan Avenue,2199,"120 Raglan Avenue, Toronto, ON, M6C 2L4",2024-03-13 14:19:20,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,476,No,No,Not Included,No,,,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/junior-one-bedroom-b1-apartment-for-rent-120-raglan-avenue/1684189066
1 Bedroom C1 Apartment for Rent - 120 Raglan Avenue,2535,"120 Raglan Avenue, Toronto, ON, M6C 2L4",2024-03-13 14:19:13,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,612,No,No,Not Included,No,,,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-c1-apartment-for-rent-120-raglan-avenue/1683435485
Junior One bedroom B2 Apartment for Rent - 120 Raglan Avenue,2275,"120 Raglan Avenue, Toronto, ON, M6C 2L4",2024-03-13 14:19:08,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,509,No,No,Not Included,No,,,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/junior-one-bedroom-b2-apartment-for-rent-120-raglan-avenue/1687103801
2 Bedroom G5 Apartment for Rent - 130 Raglan Avenue,3708,"130 Raglan Avenue, Toronto, ON, M6C 0A7",2024-03-13 14:19:01,Apartment,2,1.5,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,"1,101",No,No,Not Included,No,,,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-g5-apartment-for-rent-130-raglan-avenue/1684189065
2 bedrooms Apartment for Rent - 41 Garfella Drive,2799,"41 Garfella Drive, Etobicoke, ON, M9V 2G3",2024-03-13 14:18:42,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Limited,Not Available,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space, Elevator in Building",Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-apartment-for-rent-41-garfella-drive/1683272109
Bachelor Apartment for Rent - 3101 Eglinton Avenue East,1899,"3101 Eglinton Avenue East, Scarborough, ON, M1J 2G3",2024-03-13 14:18:17,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-3101-eglinton-avenue-east/1675151056
2 bedrooms Apartment for Rent - 3101 Eglinton Avenue East,2749,"3101 Eglinton Avenue East, Scarborough, ON, M1J 2G3",2024-03-13 14:18:12,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-apartment-for-rent-3101-eglinton-avenue-east/1686935571
Bachelor Apartment for Rent - 3111 Eglinton Avenue East,1899,"3111 Eglinton Avenue East, Scarborough, ON, M1J 2G4",2024-03-13 14:18:08,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-3111-eglinton-avenue-east/1675151007
1 Bedroom Apartment for Rent Bathurst /Steeles in North York!,2350,"12 Rockford Road, Toronto, ON, M2R 3A2",2024-03-03 00:07:30,Apartment,1,1,,Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,Yes,,,"Live well at Rockford Apartments; perfectly located near Steeles Avenue West and Bathurst Street. Steps to Rockford Public School, Rockford Child Care and Lissom Park. We are surrounded by convenience! All these services compliment your bright and airy living space. Enjoy sipping coffee from your large balcony or take a dip in our seasonal pool. This vibrant North York neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-bathurst-steeles-in-north-york/1665425994
392 Sherbourne Street - Sherwood Apartments Apartment for Rent,2049,"392 Sherbourne Street, Toronto, ON, M4X 1K3",2024-03-05 14:21:46,Apartment,1,1,,Not Included,0,1 Year,,Yes,468,No,No,Not Included,No,Fridge / Freezer,Storage Space,"Welcome to Sherwood Apartments, situated in an established neighbourhood, close to everything downtown Toronto has to offer. You're right in the heart of it all here. Walk your dog to Allan Gardens to enjoy life off the leash in the dog park. Get your groceries at the giant Loblaws at the former Maple Leaf Gardens. Catch a concert at the Phoenix. Your new home is located within walking distance of Ryerson and George Brown College, St. Michael's Hospital, Eaton Centre and schools. The TTC is steps from your door and Sherbourne, College, and Wellesley subway stations are all just minutes away.Your renovated rental apartment features a spacious kitchen with stainless steel appliances, chocolate parquet floors, and upgraded bathrooms. Enjoy stunning views of the city from your private balcony. You'll love the convenience of on-site laundry facilities and fully-equipped fitness facilities. You'll have peace of mind thanks to our on-site management and maintenance team and monitored security cameras. Living downtown doesn't mean you or your friends have to worry about hunting for parking. There are dedicated visitor parking spaces for your guests and assigned parking available for you. Sherwood Apartments is a Certified Rental Building.Sherbourne Apartments (392 Sherbourne Street) offers the ideal setting for your urban story. nullBuilding OverivewWelcome to Sherwood Apartments, situated in an established neighbourhood, close to everything downtown Toronto has to offer. You're right in the heart of it all here. Walk your dog to Allan Gardens to enjoy life off the leash in the dog park. Get your groceries at the giant Loblaws at the former Maple Leaf Gardens. Catch a concert at the Phoenix. Your new home is located within walking distance of Ryerson and George Brown College, St. Michael's Hospital, Eaton Centre and schools. The TTC is steps from your door and Sherbourne, College, and Wellesley subway stations are all just minutes away.Your renovated rental apartment features a spacious kitchen with stainless steel appliances, chocolate parquet floors, and upgraded bathrooms. Enjoy stunning views of the city from your private balcony. You'll love the convenience of on-site laundry facilities and fully-equipped fitness facilities. You'll have peace of mind thanks to our on-site management and maintenance team and monitored security cameras. Living downtown doesn't mean you or your friends have to worry about hunting for parking. There are dedicated visitor parking spaces for your guests and assigned parking available for you. Sherwood Apartments is a Certified Rental Building.Sherbourne Apartments (392 Sherbourne Street) offers the ideal setting for your urban story.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/392-sherbourne-street-sherwood-apartments-apartment-for-rent/1684052966
Fully Renovated 2 Bedroom in Etobicoke!,2400,"165 La Rose Avenue, Etobicoke, ON, M9P 3S9",2024-03-02 00:11:06,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,833,No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building","Realstar's Royal Rose Apartments offers premium two bedroom suites in the community-driven neighbourhood of Westmount in Etobicoke. Steps to shopping, restaurants, places of worship, nature paths, biking trails and golf courses, makes Royal Rose the ideal place to call home for those seeking an active, mature, lifestyle. Enjoy the many property amenities such as smoke-free living, seasonal pool, fitness facility, tennis court, basketball court, social room, sauna, on-site laundry, garage and visitor parking and a helpful on-site management team to service your needs. This vibrant Etobicoke neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/fully-renovated-2-bedroom-in-etobicoke/1639869260
1 Bedroom Apartment Spacious and Newly Renovated - Call now!,2429,"1577 Lawrence Ave W, Toronto, ON, M6L 1C4",2024-02-28 00:08:45,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Limited,742,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Elevator in Building",Hurry! 1 Month Free - For a limited time only | Call Today!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-spacious-and-newly-renovated-call-now/1667876432
1 Bdm. Apartment for Rent in North York!  Bathurst and Rockford,1815,"6010 Bathurst Street, North York, ON, M2R 1Z7",2024-03-05 15:34:10,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,"*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. & O.E.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bdm-apartment-for-rent-in-north-york-bathurst-and-rockford/1687345786
Mid-Town Toronto 1 Bedroom Rental!  Davisville & Mt. Pleasant,2295,"268 Merton Street, Toronto, ON, M4S 1A9",2024-03-08 00:08:46,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,"Live well at Ewart Angus House Apartments; perfectly located at Davisville Avenue and Mt. Pleasant Road. Nearby the Davisville TTC station, Toronto City Tennis Club, Sobeys and local transit. We are surrounded by convenience! Our roof-top patio is the perfect place to entertain and host your next gathering! This vibrant Toronto neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mid-town-toronto-1-bedroom-rental-davisville-mt-pleasant/1674350779
2 bedrooms Apartment for Rent - 3111 Eglinton Avenue East,2749,"3111 Eglinton Avenue East, Scarborough, ON, M1J 2G4",2024-03-13 14:18:02,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedrooms-apartment-for-rent-3111-eglinton-avenue-east/1686935573
3 bedrooms Apartment for Rent - 3111 Eglinton Avenue East,3049,"3111 Eglinton Avenue East, Scarborough, ON, M1J 2G4",2024-03-13 14:17:57,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Yes,Not Available,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedrooms-apartment-for-rent-3111-eglinton-avenue-east/1686935572
2 Bedroom Apartment for Rent - 1255 Birchmount Road,2600,"1255 Birchmount Road, Scarborough, ON, M1P 2E1",2024-03-13 14:16:32,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"March 30, 2024",No,904,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-1255-birchmount-road/1683945408
Studio Apartment for Rent - 1636 Gerrard Street East,1899,"1636 Gerrard Street East, Toronto, ON, M4L 2A6",2024-03-13 14:16:25,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,345,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-for-rent-1636-gerrard-street-east/1687000854
2 Bedroom Apartment for Rent - 3967 Lawrence Avenue East,2482,"3967 Lawrence Avenue East, Toronto, ON, M1G 1S2",2024-03-13 14:15:55,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"March 30, 2024",No,886,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-3967-lawrence-avenue-east/1686649012
1 Bedroom Apartment for Rent - 5600 Sheppard Avenue E,2297,"5600 Sheppard Avenue E, Toronto, ON, M1B 2L4",2024-03-13 14:15:48,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,758,No,No,Not Included,No,,,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-5600-sheppard-avenue-e/1684189043
2 Bedroom Apartment for Rent - 5600 Sheppard Avenue E,2716,"5600 Sheppard Avenue E, Toronto, ON, M1B 2L4",2024-03-13 14:15:44,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,857,No,No,Not Included,No,,,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-5600-sheppard-avenue-e/1684188987
Luxury 1 ROOM in 2+2  Apartment near Queen W,1699,"57 Brock Ave, Toronto, ON M6K 0H3",2024-03-13 14:15:38,Apartment,2,2,,Not Included,0,1 Year,"March 16, 2024",No,770,Yes,Yes,Balcony,No,"Laundry (In Unit), Laundry (In Building), Dishwasher","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building","the listed price is for 1 room ONLY, there are two rooms in this unit. Both have private washroom.
New 2 bathroom 2 bathroom apartment closed on 2023 with a south-east view to the quite neighborhood. Steps away from TTC, restaurants and local stores. This is where you will feel the Toronto day and night life. The apartment is partially furnished, more furnitures can be provided upon request.
Highlight:
- access to private 1500 sqf terrace (double the size of unit!!!) perfect for summer nights
- loft style 10 foot ceiling
- modern style build in fridge, dish washer, oven
No pet
No smoke",214 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-1-room-in-2-2-apartment-near-queen-w/1685691301
1 Bedroom Apartment for Rent - 570 Birchmount Road,2264,"570 Birchmount Road, Toronto, ON, M1K 1P7",2024-03-13 14:15:35,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,732,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-570-birchmount-road/1684189178
Studio Apartment for Rent - 1475 Birchmount Road,1875,"1475 Birchmount Road, Toronto, ON, M1P 2G4",2024-03-13 14:14:57,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,452,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Elevator in Building,Current Promotions,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-for-rent-1475-birchmount-road/1684189037
2 Bedroom Apartment for Rent - 1265 Birchmount Road,3010,"1265 Birchmount Road, Scarborough, ON, M1P 0E9",2024-03-13 14:14:29,Apartment,2,1.5,,Not Included,0,1 Year,,No,"1,344",No,Yes,Not Included,No,"Laundry (In Unit), Laundry (In Building), Dishwasher",,Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-1265-birchmount-road/1684095474
Basement apartment,1890,"Toronto, ON M6J 2T6",2024-03-13 14:00:30,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",No,600,No,No,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Light filled basement apartment. Great location! walking distance to
Little Italy ,Trinity Bellwoods park, College Street and popular areas like Ossington, Dundas. Steps to streetcar. Permit street parking available via city of Toronto.",36 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment/1688095370
1 bedroom 1 bathroom apartment. AVAILABLE:,2000,"Graydon Hall Dr, Toronto, M3A 0A2",2024-03-13 13:51:51,,,,,,,,,Yes,,Yes,,,,,,"Graydon Hall Dr. North york
Large 700sq ft 1 bedroom
AVAILABLE: May 1st
Fully furnished or partly furnished
utilities/wifi included
Sublease 6 month trial with opportunity to extend
One Bedroom is spacious and bright. It has everything you need with the large galley style kitchen with dishwasher, separate dining area, sizable bedroom with A/C unit , walk-in closet, storage room and 3-piece !bathroom. The suite also comes complete with large windows in the bedroom, living room, and kitchen, with back door to access your own private large backyard.
Directly on the transit line and minutes from major highways 401, 404, and the DVP, moving around the city is quick and convenient, walking distance to fairview mall, schools and restaurants, will prove Graydon Hall to be an unbeatable location. This apartment is a must-see, and you will find ease coming home to this park-like calm setting.",21 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-1-bathroom-apartment-available:/1688096280
Luxury one bed-room basement apartment close to subway,1800,"Patricia Avenue, North York, ON",2024-03-13 13:39:49,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"April 1, 2024",No,401,Yes,Yes,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"Beautiful ,Bright Furnished Lower Level Apartment in Gorgeous Luxury Home. Doesn't Feel Like A Basement 9ft Ceilings.
Large Windows, Pot Lights , Hardwood Flooring Throughout. Walk-In Closet & Elegant Bathroom W/Walk-in-Shower.walking closet .
Rent Includes All Utilities+ Internet , In Area Laundry Room For Tenant` s Use. Driveway Parking Available For Additional $100/Mth.
Available now.Please call 647-990-0726",50 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-one-bed-room-basement-apartment-close-to-subway/1688095008
"Yonge and Steels,  Across Centre Point Mall",1800,"14 Madawaska Avenue, North York, ON",2024-03-13 13:37:36,Basement,2,1,,Not Included,0,1 Year,"March 15, 2024",No,850,No,Yes,Not Included,No,Laundry (In Unit),,"**If you see the ad, then it is available **
*****I will not respond to messages asking if the unit is available, just ask your question****
Yonge and Steels,
Two-bedroom basement apartment, separate side entrance, with eat-in kitchen, living room, ensuite laundry. Utilities are extra.
This is not a ROOM Rental.
This unit is suitable for a couple of small kids. No 3 or 4 group of adults.",57 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-steels-across-centre-point-mall/1688094759
Studio apartment (private)for rent Basement March 15th,1550,"24 Anticosti Dr, Scarborough, ON M1J 1V5",2024-03-13 13:13:04,Apartment,Bachelor/Studio,1,,Not Included,1,1 Year,"March 15, 2024",No,300,Yes,No,Not Included,Outdoors only,,,"Studio apartment (private)for rent Basement March 15th
*For students/ professionals / couples
FIRST AND LAST MONTH
$300 deposit
The house is very close to bus stop.
The place also offers WiFi and a kitchenet and a private washroom .
The studio comes furnished with bed, mattress desk and chair ( as seen in pictures.
Application through singlekey.",131 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-private-for-rent-basement-march-15th/1688092054
Newly Built 2Bedroom Stack Town at high demand Bayview and Finch,2850,"Finch Avenue East, North York, ON",2024-03-13 13:03:59,Townhouse,2 + Den,2,,Not Included,1,1 Year,"May 1, 2024",Limited,885,No,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Moving in by May 1! This stunning two-bedroom, two-bathroom townhouse apartment offers unparalleled privacy as the end unit. Spanning two stories, it boasts soaring 9-foot ceilings throughout and expansive windows in each bedroom, flooding the space with natural light. The basement features two ensuite bedrooms, while the main floor includes a versatile den that can serve as a dining room or third bedroom, alongside a modern kitchen and inviting living room.
The kitchen showcases upgraded designer Italian-manufactured cabinetry, while the bathrooms feature contemporary Italian-manufactured vanities with premium porcelain slab countertops, upgraded shower ceilings, and sleek frameless doors. Both bedrooms offer ensuite bathrooms and walk-in closets, ensuring comfort and convenience.
Included with the apartment is underground parking. Situated in the vibrant Willowdale East neighborhood, residents enjoy proximity to cultural amenities such as the Toronto Centre for the Performing Arts, Mel Lastman Square, the Douglas Snow Aquatic Centre, movie theaters, the North York Public Library, and two subway stations.
Includes: Stainless Steel Fridge, Stove, B/I Dishwasher, Built-In Microwave, Washer, Dryer. All Elf's, Window Coverings. Tenants agree to the report to the Landlord Credit Bureau and for landlord to verify the credit and background information. Tenants are responsible for all utilities. Required: The Rental App, Full Credit Report, References, Letter of Employment, Pay stubs, 1st And Last, key deposit. Certified Deposit + Post Dated Cheques, No Smokers and pets. Aaa Tenants Only!",18 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-built-2bedroom-stack-town-at-high-demand-bayview-and-finch/1688091100
"renovated one bedroom, eglinton and dvp - ID 1957",2150,"55 Eccleston Drive, Toronto, ON, M4A 1L1",2024-03-13 13:00:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 3, 2024",Yes,616,No,No,Not Included,No,"Laundry (In Unit), Laundry (In Building), Dishwasher","Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-eglinton-and-dvp-id-1957/1688077712
"renovated one bedroom, kingston and woodbine - ID 2398",2050,"501 Kingston Road, Toronto, ON, M4L 1V7",2024-03-13 13:00:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 3, 2024",Yes,625,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-kingston-and-woodbine-id-2398/1688077714
2 Bedroom Apartment for Rent - 2570 Kingston Road,2383,"2570 Kingston Road, Scarborough, ON, M1M 1L9",2024-03-13 13:00:00,Apartment,2,1,,Not Included,0,1 Year,,Limited,941,No,No,Not Included,No,Laundry (In Building),"Bicycle Parking, Elevator in Building",Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-2570-kingston-road/1688078451
Downtown - 2 Bedroom Apartment,2500,"26 Gifford Street, Toronto, ON",2024-03-13 12:56:56,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,700,No,No,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"26 Gifford Street
$2,500.00 / mo
all utilities are included",18 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-2-bedroom-apartment/1688090344
2+ Bedroom Apartment in a House for Rent near Yonge/Eglinton,2600,"148 Keewatin Avenue, Toronto, ON M4P 1Z8",2024-03-13 12:43:26,Apartment,2 + Den,1.5,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"April 1, 2024",Yes,900,No,No,Yard,Yes,"Laundry (In Building), Fridge / Freezer","Bicycle Parking, Storage Space","The apartment is located on the 2nd floor of 148 Keewatin Avenue in Uptown Toronto. It will be available on April 1st, 2024. The rental includes a den/guest bedroom next to the apartment, plenty of storage space, separate living and dining rooms, a kitchen (with fridge/freezer, stove/oven, and microwave), 1.5 bathrooms, use of the front porch and communal BBQ, and use of backyard. Heating, water, and one outdoor parking space at the back of the house are also included in the base rent. Tenant pays hydro, cable/satellite/internet, shared coin-operated washer and dryer in basement laundry facilities, and extra parking if required ($100/month per space). Viewings are on Saturdays from 1-4 PM. Minimum 1-year term. Call for more information and to schedule a viewing time.",38 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-in-a-house-for-rent-near-yonge-eglinton/1688089034
"Bachelor, Bathurst and Queen - ID 3121",1550,"798 Richmond Street West, Toronto, ON, M6J 3P3",2024-03-13 12:30:00,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,Not Available,"March 14, 2024",Yes,236,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-bathurst-and-queen-id-3121/1688077807
2 bedroom renovated  furnished apartment,2250,"388 Wilson Ave, Toronto, ON M3H 1S9",2024-03-13 12:28:18,Apartment,2 + Den,1,,Not Included,0,1 Year,"March 15, 2024",No,"1,050",Yes,No,Not Included,No,,,"Beautifully Renovated Two Storey, 2 Bedroom and 1 Bathroom Apartment. Furnished included. Parking available. Ceiling Fan in every bedroom.
Prime location. TTC at your doorstep and laundry across the street, 2 min away in plaza. Close to all amenities including Yorkdale Mall. Laundry across the streetShow less",28 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-renovated-furnished-apartment/1688087631
"Renovated bachelor, Church and Wellesley - ID 69",1650,"54 Maitland Street, Toronto, ON, M4Y 1C5",2024-03-13 12:24:00,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 14, 2024",Yes,280,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-church-and-wellesley-id-69/1688077713
Spacious one bedroom apartment,2000,"King St E, Hamilton, ON",2024-03-13 12:22:45,Apartment,1,1,,Not Included,1,1 Year,"April 1, 2024",Limited,900,No,No,Not Included,No,Laundry (In Unit),,"Full of character, wood floors, high ceilings, brick. Electric fireplace. In suite laundry. One Bedroom, unfurnished, approx. 900 sq ft, 3 piece bath
Large eat-in kitchen
Second storey
Built in shades on all windows
Parking for 1 vehicle",37 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-one-bedroom-apartment/1688087112
"Renovated One bedroom, Vaughan and Kenwood - ID 2049",2250,"227 Vaughan Road, Toronto, ON, M6C 2M3",2024-03-13 12:12:00,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,Not Available,"May 7, 2024",Yes,595,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-vaughan-and-kenwood-id-2049/1688077718
APR 1 | FURNISHED | TORONTO | WIFI & UTIL INCL,3500,"2191 Yonge St, Toronto, ON M4S 2B1",2024-03-13 11:52:27,,,,,,,,,Yes,,Yes,,,,,,"Available April 1
Text Kat 647-521-9158 with your dates for fast reply
This is not a micro condo! Enjoy large living space with den.
In the vibrant midtown neighborhood of Yonge & Eglinton. across from Eglinton subway station. Quantum north tower by Minto (2191 Yonge) Elegant lobby. Steps away from metro, farm boy, rexall, shoppers,restaurants
Walk score 99!
Queen and single bed
large double closets
In suite washer and dryer
Microwave
Dishwasher
Smart TV w/ Netflix, Crave, Prime and more
Work desk
Dining table
Balcony
Highspeed internet included
Utilities included
Fully furnished w/ lamps, linens, towels, iron & ironing board, vacuum, broom, microwave,toaster, coffee maker, pots, pans, glassware, knives, cutting boards, utensils
Use of condo amenities: Pool, pool, gym, conference rooms, lounge and BBQ area
24 hours concierge
Rates:
$3,500 per month
First and last or security Deposit required
**Parking not included. Underground indoor parking available for ~$220/ mo (subject to availability )",12 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/apr-1-furnished-toronto-wifi-util-incl/1688084454
